year,dbh_cm,height_m,disturbance_category,fire_disturbance_type,logging_decade
2021,2.5,2.4,fire,No detected disturbance,
2021,2.5,3.3,fire,No detected disturbance,
2021,2.5,2.5,fire,No detected disturbance,
2021,2,4,fire,No detected disturbance,
2021,2,10,fire,No detected disturbance,
2022,2,10,fire,No detected disturbance,
2020,2,1,fire,No detected disturbance,
2020,2,3,fire,No detected disturbance,
2020,2,2,fire,No detected disturbance,
2020,2,3,fire,Fire Severity 4/5a - Light or No Crown Scorch. Understorey Burnt,
2020,2,3,fire,Fire Severity 3 - Moderate Crown Scorch,
2020,2,3.5,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2020,2,3,fire,Fire Severity 4/5a - Light or No Crown Scorch. Understorey Burnt,
2020,2,2.5,fire,Fire Severity 4/5a - Light or No Crown Scorch. Understorey Burnt,
2020,2,1,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,2,,fire,Fire Severity 4/5a - Light or No Crown Scorch. Understorey Burnt,
2021,2,2.5,fire,No detected disturbance,
2021,2,2.1,fire,No detected disturbance,
2021,2,3,fire,No detected disturbance,
2021,2,3.6,fire,No detected disturbance,
2021,2,3,fire,No detected disturbance,
2021,2,2.9,fire,No detected disturbance,
2021,2,3.5,fire,Fire Severity 3 - Moderate Crown Scorch,
2022,2,2,fire,No detected disturbance,
2022,2,3,fire,No detected disturbance,
2022,2,3,fire,No detected disturbance,
2020,1.5,2,fire,Fire Severity 4/5a - Light or No Crown Scorch. Understorey Burnt,
2020,1.5,3,fire,Fire Severity 2 - Crown Scorch,
2021,1.5,2.5,fire,No detected disturbance,
2021,1.5,2.5,fire,No detected disturbance,
2021,1.5,2.7,fire,No detected disturbance,
2022,1,10,fire,No detected disturbance,
2019,1,1.2,fire,Fire Severity 1 - Crown Burn,
2020,1,1,fire,No detected disturbance,
2020,1,2,fire,No detected disturbance,
2020,1,1.8,fire,Fire Severity 1 - Crown Burn,
2020,1,1.5,fire,Fire Severity 4/5a - Light or No Crown Scorch. Understorey Burnt,
2020,1,2,fire,Fire Severity 4/5a - Light or No Crown Scorch. Understorey Burnt,
2020,1,3,fire,Fire Severity 4/5a - Light or No Crown Scorch. Understorey Burnt,
2020,1,2,fire,Fire Severity 4/5a - Light or No Crown Scorch. Understorey Burnt,
2020,1,1,fire,Fire Severity 4/5a - Light or No Crown Scorch. Understorey Burnt,
2020,1,2,fire,Fire Severity 4/5a - Light or No Crown Scorch. Understorey Burnt,
2020,1,3,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2020,1,1,fire,Fire Severity 3 - Moderate Crown Scorch,
2020,1,2,fire,Fire Severity 4/5a - Light or No Crown Scorch. Understorey Burnt,
2020,1,2.5,fire,Fire Severity 4/5a - Light or No Crown Scorch. Understorey Burnt,
2020,1,2.5,fire,Fire Severity 4/5a - Light or No Crown Scorch. Understorey Burnt,
2020,1,1.3,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2020,1,1.5,fire,Fire Severity 4/5a - Light or No Crown Scorch. Understorey Burnt,
2020,1,2.5,fire,Fire Severity 3 - Moderate Crown Scorch,
2020,1,2.5,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2020,1,2,fire,Fire Severity 2 - Crown Scorch,
2020,1,2.3,fire,Fire Severity 4/5a - Light or No Crown Scorch. Understorey Burnt,
2020,1,2,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,1,2,fire,No detected disturbance,
2021,1,1,fire,No detected disturbance,
2021,1,2.6,fire,Fire Severity 2 - Crown Scorch,
2021,1,2,fire,No detected disturbance,
2021,0.25,9,fire,No detected disturbance,
2021,0.2,8,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,0.2,3,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,0.2,0.1,fire,No detected disturbance,
2019,,8,logging,,1980-89
2019,,5,logging,,1990-99
2018,,8,logging,,2000-09
2019,,7,logging,,1990-99
2020,,4.5,logging,,1980-89
2019,,6,logging,,1980-89
2020,,23,logging,,2010-19
2020,,18,logging,,1970-79
2021,,10,logging,,1980-89
2019,,8,logging,,1990-99
2019,,6,logging,,1990-99
2021,,5,logging,,2000-09
2019,,9,logging,,1990-99
2021,,8,logging,,1980-89
2019,,6,logging,,1980-89
2019,,12,logging,,1980-89
2019,,12,logging,,1990-99
2020,,5,logging,,2000-09
2021,,8,logging,,1970-79
2021,,16,logging,,1970-79
2019,,6,logging,,1990-99
2019,,6,logging,,1980-89
2019,,8,logging,,1980-89
2019,,4,logging,,1980-89
2019,,15,logging,,1990-99
2019,,10,logging,,1980-89
2019,,8,logging,,1990-99
2020,,18,logging,,1970-79
2020,,6,logging,,1970-79
2021,,4,logging,,1980-89
2021,,8,logging,,1980-89
2021,,6,logging,,1980-89
2021,,8,logging,,1980-89
2021,,9,logging,,1970-79
2021,,9,logging,,1970-79
2021,,4.5,logging,,1970-79
2021,,7,logging,,1970-79
2021,,4,logging,,1970-79
2021,,7,logging,,1980-89
2019,,5,logging,,1980-89
2019,,8,logging,,1990-99
2019,,5,logging,,1990-99
2019,,8,logging,,1980-89
2019,,8,logging,,1980-89
2019,,5,logging,,1980-89
2019,,4,logging,,1990-99
2019,,7,logging,,1990-99
2019,,7,logging,,1990-99
2019,,9,logging,,1990-99
2019,,4,logging,,1990-99
2019,,11,logging,,1990-99
2019,,7,logging,,1990-99
2019,,4,logging,,1990-99
2019,,5,logging,,1990-99
2019,,4,logging,,1990-99
2019,,15,logging,,1990-99
2019,,7,logging,,1990-99
2019,,3.5,logging,,1990-99
2019,,9,logging,,1990-99
2019,,6,logging,,1990-99
2019,,10,logging,,1990-99
2019,,4,logging,,1990-99
2019,,9,logging,,1990-99
2019,,9,logging,,1990-99
2019,,6,logging,,1990-99
2019,,5,logging,,1990-99
2020,,5,logging,,1980-89
2020,,7,logging,,1980-89
2020,,4,logging,,1980-89
2020,,12,logging,,1990-99
2020,,7,logging,,1990-99
2020,,13,logging,,1990-99
2020,,10,logging,,1980-89
2020,,4,logging,,1980-89
2020,,4,logging,,1980-89
2020,,7,logging,,1980-89
2020,,13,logging,,1980-89
2020,,4,logging,,1980-89
2020,,6.5,logging,,1980-89
2020,,7,logging,,1980-89
2020,,12,logging,,2010-19
2020,,9,logging,,1990-99
2020,,5,logging,,2000-09
2020,,8,logging,,1970-79
2021,,8,logging,,1970-79
2021,,8,logging,,1980-89
2021,,6,logging,,1980-89
2021,,4,logging,,1980-89
2021,,5,logging,,1980-89
2021,,4,logging,,1980-89
2021,,5,logging,,1980-89
2021,,10,logging,,1980-89
2021,,6,logging,,1980-89
2021,,5,logging,,1990-99
2021,,6,logging,,1990-99
2021,,8,logging,,1990-99
2021,,5,logging,,1990-99
2021,,5,logging,,1990-99
2021,,6,logging,,1990-99
2021,,5,logging,,1990-99
2021,,4,logging,,1990-99
2021,,15,logging,,1970-79
2021,,5,logging,,1970-79
2021,,4,logging,,1970-79
2021,,5,logging,,1970-79
2021,,7,logging,,1970-79
2021,,9,logging,,1970-79
2021,,10,logging,,1970-79
2021,,14,logging,,1970-79
2021,,12,logging,,1970-79
2021,,6,logging,,1970-79
2021,,7,logging,,1970-79
2021,,5,logging,,1970-79
2021,,8,logging,,1970-79
2021,,7,logging,,1980-89
2021,,5,logging,,1980-89
2021,,10,logging,,1970-79
2021,,7,logging,,1980-89
2021,,15,logging,,1980-89
2021,,15,logging,,1980-89
2021,,7,logging,,1980-89
2021,,6,logging,,1970-79
2021,,6,logging,,1980-89
2019,,1.5,logging,,1990-99
2019,,2,logging,,1990-99
2019,,3,logging,,1980-89
2019,,2,logging,,1990-99
2019,,3,logging,,1990-99
2019,,2.5,logging,,1990-99
2019,,2.5,logging,,1990-99
2019,,1,logging,,1990-99
2019,,1,logging,,1990-99
2019,,1.5,logging,,1990-99
2019,,3,logging,,1990-99
2019,,3,logging,,1990-99
2019,,3.5,logging,,1990-99
2019,,3,logging,,1990-99
2019,,2,logging,,1990-99
2020,,3.5,logging,,1980-89
2020,,3,logging,,1980-89
2020,,2,logging,,1990-99
2020,,3.5,logging,,1990-99
2020,,2,logging,,2010-19
2020,,2,logging,,2010-19
2020,,1,logging,,2010-19
2020,,1.5,logging,,2010-19
2020,,1,logging,,2010-19
2020,,1.6,logging,,2010-19
2020,,2,logging,,2010-19
2020,,2.5,logging,,2010-19
2020,,2.5,logging,,2010-19
2020,,1,logging,,2010-19
2020,,2,logging,,2010-19
2020,,1.5,logging,,2010-19
2020,,1.5,logging,,2010-19
2020,,0.25,logging,,2010-19
2020,,1,logging,,2010-19
2020,,1,logging,,2010-19
2020,,1,logging,,2010-19
2020,,3,logging,,2010-19
2020,,1,logging,,2010-19
2020,,1,logging,,2010-19
2020,,1,logging,,2010-19
2020,,1,logging,,2010-19
2020,,1,logging,,2010-19
2020,,0.5,logging,,2010-19
2020,,1,logging,,2010-19
2020,,1,logging,,2010-19
2020,,1,logging,,2010-19
2020,,1,logging,,2010-19
2020,,1,logging,,2010-19
2021,,2,logging,,1970-79
2021,,0.25,logging,,2010-19
2021,,0.25,logging,,2010-19
2021,,0.25,logging,,2010-19
2021,,0.25,logging,,2010-19
2021,,0.25,logging,,2010-19
2021,,0.25,logging,,2010-19
2021,,0.25,logging,,2010-19
2021,,3,logging,,1980-89
2021,,2.5,logging,,1980-89
2021,,2.5,logging,,1980-89
2021,,2,logging,,1980-89
2021,,4,logging,,1980-89
2021,,3,logging,,1980-89
2021,,2,logging,,1990-99
2021,,2,logging,,1990-99
2021,,1.5,logging,,1990-99
2021,,1.5,logging,,1990-99
2021,,3,logging,,1990-99
2021,,1.5,logging,,1990-99
2021,,2.5,logging,,1990-99
2021,,0.3,logging,,1980-89
2021,,2,logging,,2010-19
2021,,0.18,logging,,2010-19
2021,,1.5,logging,,2010-19
2021,,2.5,logging,,1980-89
2021,,2,logging,,2000-09
2021,,2,logging,,2000-09
2021,,3,logging,,1970-79
2021,,3.5,logging,,1970-79
2021,37,14.3,logging,,1970-79
2020,33,15,logging,,1990-99
2021,29,14.6,logging,,1970-79
2021,28,10.2,logging,,1970-79
2021,25.5,16,logging,,1970-79
2020,24,9,logging,,1980-89
2020,24,8,logging,,2000-09
2022,23,8,logging,,1970-79
2021,22.5,11,logging,,1970-79
2020,22,12,logging,,1990-99
2021,22,14,logging,,1970-79
2020,21,9,logging,,1970-79
2020,21,7,logging,,1990-99
2021,21,6.5,logging,,1970-79
2021,21,9.2,logging,,1970-79
2022,20.5,8,logging,,1970-79
2021,20,,logging,,1990-99
2021,20,9.6,logging,,1970-79
2021,20,13,logging,,1970-79
2021,20,12.6,logging,,1970-79
2020,19.7,,logging,,1970-79
2021,19,4,logging,,1970-79
2022,19,7,logging,,1970-79
2021,18.5,10,logging,,1970-79
2021,18.5,11,logging,,1970-79
2021,18,11,logging,,1990-99
2021,18,10,logging,,1970-79
2021,18,5,logging,,2010-19
2021,18,9.4,logging,,1970-79
2022,18,8,logging,,1990-99
2022,18,8,logging,,1970-79
2022,18,6,logging,,1970-79
2020,17.7,,logging,,1970-79
2021,17.5,12,logging,,1970-79
2021,17.5,9,logging,,1970-79
2020,17,8,logging,,1970-79
2021,17,9,logging,,1970-79
2020,16.6,,logging,,1970-79
2021,16.5,10,logging,,1970-79
2020,16.2,,logging,,1970-79
2021,16,,logging,,1990-99
2019,16,5,logging,,2000-09
2020,16,7,logging,,1970-79
2021,16,8,logging,,1970-79
2021,16,6,logging,,1970-79
2021,16,9,logging,,1970-79
2021,16,9,logging,,1970-79
2021,16,15,logging,,1970-79
2020,15.9,,logging,,1970-79
2020,15.9,,logging,,1970-79
2020,15.6,,logging,,1970-79
2021,15.5,8,logging,,1970-79
2021,15.5,10,logging,,1970-79
2021,15.5,11.6,logging,,1970-79
2021,15,5,logging,,1970-79
2021,15,8.5,logging,,1970-79
2021,15,10,logging,,1990-99
2020,14.6,,logging,,1970-79
2021,14.5,7.1,logging,,1970-79
2021,14,6,logging,,1970-79
2020,14,,logging,,1970-79
2021,14,8,logging,,1980-89
2021,14,,logging,,1990-99
2021,14,8,logging,,1970-79
2021,14,8,logging,,1970-79
2021,14,5,logging,,1970-79
2021,14,9,logging,,1970-79
2021,14,9.5,logging,,1990-99
2020,13.8,,logging,,1970-79
2020,13.7,,logging,,1970-79
2020,13.7,,logging,,1970-79
2021,13.5,9,logging,,1970-79
2021,13.5,5,logging,,1970-79
2021,13.5,7,logging,,1970-79
2021,13.5,6,logging,,1970-79
2021,13.5,7,logging,,1970-79
2021,13.5,7,logging,,1970-79
2021,13.5,8,logging,,1970-79
2022,13.5,9,logging,,1990-99
2020,13.4,,logging,,1970-79
2020,13.4,,logging,,1970-79
2020,13.2,,logging,,1970-79
2020,13.2,,logging,,1970-79
2020,13.1,,logging,,1970-79
2021,13,7,logging,,1970-79
2021,13,9,logging,,1970-79
2022,13,7,logging,,1980-89
2020,13,8,logging,,1970-79
2021,13,4,logging,,1970-79
2021,13,6,logging,,1970-79
2021,13,9,logging,,1970-79
2021,13,7,logging,,1990-99
2021,13,12,logging,,1980-89
2022,13,10,logging,,1990-99
2022,13,6,logging,,1970-79
2021,13,3.5,logging,,1970-79
2022,13,7,logging,,1970-79
2020,12.9,,logging,,1970-79
2020,12.9,,logging,,1980-89
2020,12.9,,logging,,1970-79
2020,12.7,,logging,,1970-79
2021,12.5,8,logging,,1980-89
2021,12.5,8.5,logging,,1970-79
2020,12.1,,logging,,1980-89
2020,12.1,,logging,,1970-79
2021,12,,logging,,1990-99
2020,12,5,logging,,1970-79
2020,12,7,logging,,1970-79
2021,12,9,logging,,1990-99
2021,12,8,logging,,1970-79
2021,12,6,logging,,1970-79
2021,12,6.6,logging,,1970-79
2021,12,5,logging,,1990-99
2022,12,5,logging,,1990-99
2022,12,9,logging,,1990-99
2022,12,9,logging,,1990-99
2022,12,6,logging,,1970-79
2022,12,5,logging,,1970-79
2022,12,5,logging,,1970-79
2021,12,2,logging,,1970-79
2020,11.9,,logging,,1970-79
2020,11.9,,logging,,1970-79
2020,11.8,,logging,,1970-79
2020,11.8,,logging,,1970-79
2020,11.8,,logging,,1970-79
2020,11.8,,logging,,1970-79
2020,11.6,,logging,,1970-79
2020,11.6,,logging,,1970-79
2020,11.5,,logging,,1970-79
2021,11.5,9,logging,,1970-79
2022,11.5,8,logging,,1970-79
2020,11.3,,logging,,1970-79
2020,11.1,,logging,,1970-79
2020,11.1,,logging,,1970-79
2021,11,8,logging,,1970-79
2021,11,8,logging,,1970-79
2020,11,7,logging,,1970-79
2020,11,7,logging,,1970-79
2022,26,,logging,,1990-99
2022,26,,logging,,1990-99
2022,25,,logging,,1990-99
2022,20,10,logging,,1980-89
2022,15,,logging,,1990-99
2022,10,,logging,,1990-99
2022,4,,logging,,1990-99
2021,11,8,logging,,1970-79
2021,11,8,logging,,1970-79
2021,11,8,logging,,1970-79
2022,11,10,logging,,1990-99
2022,11,10,logging,,1990-99
2022,11,9,logging,,1990-99
2020,10.7,6,logging,,1980-89
2022,10.5,7,logging,,1990-99
2020,10.5,,logging,,1970-79
2021,10.5,7,logging,,1970-79
2021,10.5,5,logging,,1970-79
2021,10.5,8,logging,,1970-79
2021,10.5,6,logging,,1970-79
2021,10.5,6.5,logging,,1990-99
2021,10.5,7,logging,,1990-99
2022,10.5,10.6,logging,,1990-99
2020,10.2,,logging,,1970-79
2021,10,7,logging,,1990-99
2021,10,7.5,logging,,1970-79
2021,10,6,logging,,1970-79
2021,10,4,logging,,1970-79
2021,10,6,logging,,1970-79
2021,10,7,logging,,1970-79
2021,10,8,logging,,1970-79
2021,10,8,logging,,1990-99
2021,10,8.5,logging,,1990-99
2021,10,6.2,logging,,1990-99
2021,10,6,logging,,1990-99
2021,10,6,logging,,1990-99
2021,10,5,logging,,1980-89
2022,11,,logging,,1980-89
2022,10,6,logging,,1990-99
2022,10,9,logging,,1990-99
2022,10,8,logging,,1990-99
2022,10,6,logging,,1990-99
2022,10,8,logging,,1990-99
2022,10,8,logging,,1990-99
2022,10,9,logging,,1990-99
2022,10,8,logging,,1990-99
2022,10,7,logging,,1990-99
2022,10,,logging,,1970-79
2022,10,,logging,,1970-79
2022,10,4,logging,,1970-79
2022,10,6,logging,,1970-79
2022,10,4.5,logging,,1970-79
2022,10,5,logging,,1970-79
2020,10,1.8,logging,,2010-19
2021,10,1,logging,,1970-79
2020,9.9,,logging,,1970-79
2020,9.9,,logging,,1980-89
2021,9.5,7,logging,,1970-79
2021,9.5,5,logging,,1970-79
2020,9.5,5,logging,,1980-89
2021,9.5,6,logging,,1970-79
2021,9.5,5,logging,,1970-79
2021,9.5,5,logging,,1970-79
2022,9.5,6,logging,,1970-79
2020,9.4,,logging,,1970-79
2020,9.2,,logging,,1970-79
2020,9.1,,logging,,1970-79
2020,9,4,logging,,1980-89
2021,9,7,logging,,1970-79
2021,9,7,logging,,1970-79
2021,9,6,logging,,1970-79
2021,9,7,logging,,1970-79
2022,9,7,logging,,1990-99
2021,9,6,logging,,1970-79
2022,9,3.5,logging,,1970-79
2020,8.9,,logging,,1970-79
2021,8.5,5,logging,,1970-79
2021,8.5,5,logging,,1970-79
2021,8.5,7.5,logging,,1990-99
2021,8.5,8,logging,,1980-89
2020,8.1,,logging,,1970-79
2021,8,,logging,,1990-99
2021,8,7.3,logging,,1970-79
2022,8,6,logging,,1990-99
2020,8,6,logging,,1990-99
2020,8,6,logging,,1970-79
2021,8,4,logging,,1970-79
2021,8,5,logging,,1970-79
2021,8,5,logging,,1980-89
2021,8,7,logging,,1970-79
2021,8,6.5,logging,,1970-79
2021,8,6.6,logging,,1970-79
2021,8,5.2,logging,,1990-99
2021,8,6,logging,,1990-99
2022,8,9,logging,,1990-99
2022,8,6,logging,,1990-99
2022,8,7,logging,,1990-99
2022,8,6.5,logging,,1990-99
2022,8,5,logging,,1970-79
2022,8,3,logging,,1970-79
2020,7.8,,logging,,1970-79
2020,7.6,,logging,,1970-79
2021,7.5,5.5,logging,,1970-79
2020,7.4,6,logging,,1970-79
2020,7.2,,logging,,1970-79
2021,7,6,logging,,1970-79
2021,7,6,logging,,1970-79
2020,7,5,logging,,1970-79
2020,7,6,logging,,2000-09
2020,7,6,logging,,2000-09
2021,7,4,logging,,1970-79
2021,7,5.5,logging,,1970-79
2021,7,4.5,logging,,1970-79
2021,7,4,logging,,1970-79
2021,7,6,logging,,1970-79
2021,7,4.9,logging,,1970-79
2020,,3,logging,,2000-09
2021,7,6,logging,,1990-99
2021,7,6,logging,,1990-99
2022,7,8,logging,,1990-99
2022,7,6,logging,,1990-99
2022,7,4.5,logging,,1970-79
2021,7,3,logging,,1970-79
2021,6.5,6,logging,,1990-99
2021,6.5,4.5,logging,,1990-99
2020,6.4,,logging,,1980-89
2020,6.2,,logging,,1970-79
2020,6,6,logging,,1980-89
2020,6,4,logging,,1990-99
2020,6,4,logging,,1980-89
2021,6,5,logging,,1970-79
2021,6,4.6,logging,,1990-99
2022,6,6,logging,,1990-99
2022,6,5,logging,,1990-99
2022,6,5,logging,,1990-99
2022,6,5,logging,,1990-99
2022,6,6,logging,,1970-79
2021,6,4,logging,,1970-79
2021,5.5,4,logging,,1970-79
2021,5.5,4,logging,,1970-79
2021,5.5,5,logging,,1990-99
2022,5.5,5,logging,,1990-99
2021,5.5,3,logging,,1970-79
2021,20,5,logging,,2010-19
2020,5,6,logging,,1980-89
2020,5,5,logging,,1980-89
2020,5,4,logging,,1970-79
2020,5,5,logging,,1990-99
2021,20,15,logging,,1970-79
2021,5,5,logging,,1970-79
2021,5,5.2,logging,,1990-99
2021,5,4.4,logging,,1990-99
2021,5,4,logging,,1990-99
2021,5,4,logging,,1980-89
2022,5,4,logging,,1990-99
2022,5,4,logging,,1990-99
2022,5,5,logging,,1990-99
2022,5,4,logging,,1990-99
2020,5,3,logging,,1990-99
2021,5,3,logging,,1970-79
2021,5,3,logging,,1980-89
2022,5,2,logging,,1970-79
2022,5,3,logging,,1970-79
2020,4.5,,logging,,1980-89
2021,4.5,3.2,logging,,1990-99
2020,4,4,logging,,2010-19
2021,4,4,logging,,1970-79
2021,4,5,logging,,1990-99
2021,4,4,logging,,1990-99
2020,4,6,logging,,2000-09
2022,4,6,logging,,1990-99
2022,4,4,logging,,1990-99
2022,4,4,logging,,1990-99
2022,4,,logging,,1970-79
2022,4,,logging,,1970-79
2022,4,4,logging,,1970-79
2022,4,4,logging,,1980-89
2020,4,3,logging,,2010-19
2022,4,3,logging,,1990-99
2021,3.5,4.5,logging,,1990-99
2022,3.5,5,logging,,1990-99
2020,3.5,3.5,logging,,2000-09
2021,3.5,3,logging,,1990-99
2021,3,4,logging,,1970-79
2021,3,4.3,logging,,1990-99
2022,3,5,logging,,1990-99
2022,3,4.5,logging,,1990-99
2022,3,,logging,,1970-79
2021,3,3,logging,,1990-99
2021,3,3.9,logging,,1990-99
2021,2.5,4,logging,,1990-99
2021,2.5,4.1,logging,,1990-99
2021,2.5,3,logging,,1990-99
2021,2.5,3,logging,,1970-79
2020,2,4,logging,,2000-09
2021,2,4,logging,,1970-79
2020,2,3,logging,,1990-99
2020,2,2,logging,,2010-19
2020,2,2,logging,,2010-19
2020,2,2,logging,,2010-19
2020,2,3,logging,,2000-09
2020,2,1.6,logging,,2010-19
2020,2,5,logging,,2010-19
2020,2,1,logging,,2000-09
2020,2,1,logging,,2000-09
2020,1.5,1.5,logging,,2010-19
2021,1.5,1.9,logging,,1990-99
2020,1,,logging,,2010-19
2020,1,2,logging,,2010-19
2020,1,2,logging,,2010-19
2020,1,2.5,logging,,2000-09
2020,1,2.3,logging,,2010-19
2020,1,2,logging,,2010-19
2020,1,1,logging,,2010-19
2020,1,2,logging,,2010-19
2020,1,1.8,logging,,2010-19
2020,1,1.6,logging,,2010-19
2020,0.5,1.5,logging,,2000-09
