persoonia_regen_height_m,max_tree_age_yrs
0.65,4.10684931506853
1.52,4.10684931506853
0.75,4.10684931506853
0.04,4.10684931506853
1.86,4.10684931506853
0.89,4.10684931506853
0.46,4.10684931506853
2.11,4.10684931506853
1.98,4.10684931506853
1.82,4.10684931506853
0.9,4.10684931506853
1.76,4.10684931506853
0.94,4.10684931506853
1.48,4.10684931506853
1.47,4.10684931506853
1.53,4.10684931506853
1.53,4.10684931506853
1.43,4.10684931506853
2.92,4.10684931506853
2.54,4.10684931506853
2.52,4.10684931506853
0.61,4.10684931506853
0.51,4.10684931506853
1.11,4.10684931506853
1,4.10684931506853
0.92,4.10684931506853
0.71,4.10684931506853
1.7,4.10684931506853
1.71,4.10684931506853
1.65,4.10684931506853
1.37,4.10684931506853
2.27,4.10684931506853
0.91,4.10684931506853
2.84,4.10684931506853
2.14,4.10684931506853
2.96,4.10684931506853
2.84,4.10684931506853
1.5,4.10684931506853
1.56,4.10684931506853
0.82,4.10684931506853
0.62,4.10684931506853
1.64,4.10684931506853
2.47,4.10684931506853
1.84,4.10684931506853
2,4.10684931506853
2.09,4.10684931506853
2.73,4.10684931506853
1.67,4.10684931506853
0.52,4.10684931506853
0.17,4.10684931506853
1.14,4.10684931506853
0.6,4.10684931506853
0.83,4.10684931506853
0.24,4.10684931506853
1.08,4.10684931506853
1.18,4.10684931506853
1.82,4.10684931506853
2.14,4.10684931506853
2.47,4.10684931506853
2.05,4.10684931506853
1.31,4.10684931506853
1.19,4.10684931506853
0.49,4.10684931506853
0.46,4.10684931506853
2.28,4.10684931506853
2.53,4.10684931506853
1.02,4.10684931506853
